,sex_encoded,pclass,title_categorical_encoded,deck_encoded,multiple_cabins,sibsp,fare_per_person,family_size,parch,embarked_encoded,fare,is_alone,age_group_encoded,deck_encoded_no_missing,fare_per_person_scaled,fare_per_person_binned,name,sex,age,ticket,cabin,embarked,age_group,title,title_categorical,deck
0,0.34365991245449323,0.1224391016044787,0.0970863691965739,0.08969618880212514,0.055070851312277944,0.03821256185801758,0.037982647569151595,0.037860060317648776,0.03776664731605929,0.03339646744334008,0.02726256235093394,0.021998091472519767,0.02148568709768976,0.019625900101382286,0.014680753478548934,0.009708199004332225,0,0,0,0,0,0,0,0,0,0
1,36.0,28.0,30.0,34.0,26.0,32.0,32.0,24.0,28.0,22.0,34.0,30.0,24.0,40.0,26.0,30.0,0,0,0,0,0,0,0,0,0,0
2,0.4219737392759991,0.41477917764237376,0.42806869798960195,0.4213511050558731,0.4237956741216194,0.41714317767184556,0.414100159124656,0.4302341624816908,0.42065422974926603,0.4323035977889598,0.4184976743976216,0.42041006325752084,0.43383356873822976,0.41327721642764015,0.4243231010957418,0.4156142096029102,0,0,0,0,0,0,0,0,0,0
