,cross_val_dict,accuracy_dict,best_estimators
"Decision Tree Classifier scaled tuned ['pclass', 'sibsp', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.8029842097638709,0.7938931297709924,"DecisionTreeClassifier(max_depth=52, min_samples_leaf=15, min_samples_split=12,
                       random_state=42)"
"LightGBM Classifier tuned ['pclass', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare', 'fare_per_person_scaled']",0.8004273504273505,0.8015267175572519,"LGBMClassifier(learning_rate=0.7319939418114051, max_depth=61, n_estimators=30,
               random_state=42, verbosity=0)"
Voting Classifier Soft basic,0.7987324351731131,0.7404580152671756,
"LightGBM Classifier scaled tuned ['pclass', 'sibsp', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7979067072287411,0.7786259541984732,"LGBMClassifier(learning_rate=0.7319939418114051, max_depth=61, n_estimators=30,
               random_state=42, verbosity=0)"
"LightGBM Classifier tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7961973055193394,0.7633587786259542,"LGBMClassifier(learning_rate=0.7319939418114051, max_depth=61, n_estimators=30,
               random_state=42, verbosity=0)"
"Decision Tree Classifier tuned ['pclass', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare', 'fare_per_person_scaled']",0.7961973055193394,0.7938931297709924,"DecisionTreeClassifier(max_depth=52, min_samples_leaf=15, min_samples_split=12,
                       random_state=42)"
"Decision Tree Classifier scaled tuned ['pclass', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare', 'fare_per_person_scaled']",0.7961973055193394,0.7938931297709924,"DecisionTreeClassifier(max_depth=52, min_samples_leaf=15, min_samples_split=12,
                       random_state=42)"
"XGBoost Classifier tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7961683326090105,0.7557251908396947,"XGBClassifier(colsample_bytree=0.6872700594236812, gamma=4.75357153204958,
              learning_rate=0.7319939418114051, max_depth=61, n_estimators=30,
              random_state=42, scale_pos_weight=1.6601864044243653,
              subsample=0.5779972601681014)"
"XGBoost Classifier scaled tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7961683326090105,0.7557251908396947,"XGBClassifier(colsample_bytree=0.6872700594236812, gamma=4.75357153204958,
              learning_rate=0.7319939418114051, max_depth=61, n_estimators=30,
              random_state=42, scale_pos_weight=1.6601864044243653,
              subsample=0.5779972601681014)"
"Decision Tree Classifier tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7953643343473852,0.7480916030534351,"DecisionTreeClassifier(max_depth=72, min_samples_leaf=7, min_samples_split=12,
                       random_state=42)"
"Decision Tree Classifier scaled tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7953643343473852,0.7480916030534351,"DecisionTreeClassifier(max_depth=72, min_samples_leaf=7, min_samples_split=12,
                       random_state=42)"
Random Forest Classifier basic,0.7953498478922209,0.7557251908396947,
"LightGBM Classifier tuned ['pclass', 'sibsp', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7945386064030131,0.7709923664122137,"LGBMClassifier(learning_rate=0.7319939418114051, max_depth=61, n_estimators=30,
               random_state=42, verbosity=0)"
Logistic Regression Classifier basic,0.7936694190931479,0.7862595419847328,
"Logistic Regression Classifier tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7936694190931479,0.7862595419847328,"LogisticRegression(C=1.834347898661638, max_iter=1000, random_state=42)"
"Logistic Regression Classifier scaled tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7936694190931479,0.7862595419847328,"LogisticRegression(C=1.834347898661638, max_iter=1000, random_state=42)"
"SVM Classifier scaled tuned ['pclass', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare', 'fare_per_person_scaled']",0.7936404461828191,0.8015267175572519,"SVC(C=3.745401188473625, probability=True, random_state=42)"
"SVM Classifier scaled tuned ['pclass', 'sibsp', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.792778502100536,0.8015267175572519,"SVC(C=3.745401188473625, probability=True, random_state=42)"
"LightGBM Classifier scaled tuned ['pclass', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare', 'fare_per_person_scaled']",0.791988990294075,0.7709923664122137,"LGBMClassifier(learning_rate=0.7319939418114051, max_depth=61, n_estimators=30,
               random_state=42, verbosity=0)"
"LightGBM Classifier scaled tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.789410401274808,0.7862595419847328,"LGBMClassifier(learning_rate=0.3745401188473625, max_depth=93, n_estimators=280,
               random_state=42, verbosity=0)"
"Logistic Regression Classifier scaled tuned ['pclass', 'sibsp', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7868318122555411,0.7786259541984732,"LogisticRegression(C=1.834347898661638, max_iter=1000, random_state=42)"
"XGBoost Classifier tuned ['pclass', 'sibsp', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.786071273359409,0.7862595419847328,"XGBClassifier(colsample_bytree=0.6872700594236812, gamma=4.75357153204958,
              learning_rate=0.7319939418114051, max_depth=61, n_estimators=30,
              random_state=42, scale_pos_weight=1.6601864044243653,
              subsample=0.5779972601681014)"
"XGBoost Classifier scaled tuned ['pclass', 'sibsp', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.786071273359409,0.7862595419847328,"XGBClassifier(colsample_bytree=0.6872700594236812, gamma=4.75357153204958,
              learning_rate=0.7319939418114051, max_depth=61, n_estimators=30,
              random_state=42, scale_pos_weight=1.6601864044243653,
              subsample=0.5779972601681014)"
"Logistic Regression Classifier tuned ['pclass', 'sibsp', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7842821961466029,0.7786259541984732,"LogisticRegression(C=1.834347898661638, max_iter=1000, random_state=42)"
