,cross_val_dict,accuracy_dict,feature_importance_values,best_estimators
"Decision Tree Classifier tuned ['pclass', 'parch', 'family_size', 'is_alone', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare', 'fare_per_person_scaled']",0.8038316673909895,0.7862595419847328,,"DecisionTreeClassifier(max_depth=52, min_samples_leaf=15, min_samples_split=12,
                       random_state=42)"
"LightGBM Classifier tuned ['pclass', 'parch', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.803817180935825,0.7786259541984732,,"LGBMClassifier(learning_rate=0.09767211400638387, max_depth=84,
               n_estimators=101, random_state=42, verbosity=0)"
"KNN Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins', 'family_size', 'sibsp']",0.803817180935825,0.7709923664122137,,KNeighborsClassifier(n_neighbors=16)
"LightGBM Classifier tuned ['sibsp', 'family_size', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'multiple_cabins', 'fare_per_person_binned']",0.8037954512530783,0.8015267175572519,,"LGBMClassifier(learning_rate=0.020584494295802447, max_depth=2,
               n_estimators=353, random_state=42, verbosity=0)"
"Random Forest Classifier tuned ['family_size', 'fare_per_person', 'is_alone', 'age_group_encoded', 'sex_encoded', 'embarked_encoded', 'fare_per_person_scaled']",0.8037809647979139,0.7786259541984732,,"RandomForestClassifier(max_depth=52, max_features=0.9507143064099162,
                       min_samples_leaf=11, min_samples_split=9,
                       n_estimators=710, random_state=42)"
"Decision Tree Classifier tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare', 'fare_per_person_scaled']",0.8029769665362887,0.7862595419847328,,"DecisionTreeClassifier(max_depth=88, min_samples_leaf=12, min_samples_split=7,
                       random_state=42)"
"Random Forest Classifier tuned ['sibsp', 'family_size', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'multiple_cabins', 'fare_per_person_binned']",0.8021439953643343,0.7633587786259542,,"RandomForestClassifier(max_depth=64, max_features=0.9922115592912175,
                       min_samples_split=13, n_estimators=323, random_state=42)"
"Decision Tree Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins', 'family_size', 'sibsp', 'parch', 'fare_per_person', 'fare']",0.80212950890917,0.7786259541984732,,"DecisionTreeClassifier(max_depth=91, min_samples_leaf=10, min_samples_split=17,
                       random_state=42)"
"Decision Tree Classifier tuned ['pclass', 'parch', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.8013037809647979,0.7862595419847328,,"DecisionTreeClassifier(max_depth=91, min_samples_leaf=10, min_samples_split=17,
                       random_state=42)"
"Decision Tree Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins', 'family_size', 'sibsp', 'parch', 'fare_per_person']",0.8012892945096336,0.7709923664122137,,"DecisionTreeClassifier(max_depth=39, min_samples_leaf=18, min_samples_split=5,
                       random_state=42)"
"Voting Classifier Hard tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins']",0.799660441426146,0.7633587786259542,,
"KNN Classifier tuned ['family_size', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'multiple_cabins', 'fare_per_person_binned']",0.7987686513110243,0.7862595419847328,,"KNeighborsClassifier(n_neighbors=6, weights='distance')"
Voting Classifier Soft basic,0.7987324351731131,0.7404580152671756,,
"Decision Tree Classifier tuned ['pclass', 'sibsp', 'parch', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'sex_encoded', 'embarked_encoded', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7987324351731131,0.7480916030534351,,"DecisionTreeClassifier(max_depth=75, min_samples_leaf=4, min_samples_split=9,
                       random_state=42)"
"Random Forest Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins']",0.7987251919455309,0.7786259541984732,,"RandomForestClassifier(max_depth=64, max_features=0.4667628932479799,
                       min_samples_leaf=5, min_samples_split=8, n_estimators=30,
                       random_state=42)"
"SVM Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins']",0.7987179487179488,0.7786259541984732,,"SVC(C=1.3949386065204183, gamma='auto', probability=True, random_state=42)"
"Decision Tree Classifier tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7970520063740402,0.7786259541984732,,"DecisionTreeClassifier(max_depth=88, min_samples_leaf=12, min_samples_split=7,
                       random_state=42)"
"Logistic Regression Classifier tuned ['pclass', 'parch', 'family_size', 'is_alone', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare', 'fare_per_person_scaled']",0.797044763146458,0.8091603053435115,,"LogisticRegression(C=1.834347898661638, max_iter=1000, random_state=42)"
"Logistic Regression Classifier tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare', 'fare_per_person_scaled']",0.797044763146458,0.8091603053435115,,"LogisticRegression(C=1.834347898661638, max_iter=1000, random_state=42)"
"Decision Tree Classifier tuned ['sibsp', 'family_size', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'multiple_cabins', 'fare_per_person_binned']",0.7961900622917572,0.7709923664122137,,"DecisionTreeClassifier(max_depth=50, min_samples_leaf=8, min_samples_split=5,
                       random_state=42)"
Random Forest Classifier basic,0.7953498478922209,0.7557251908396947,,
"KNN Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins', 'family_size', 'sibsp', 'parch']",0.7953208749818919,0.7709923664122137,,KNeighborsClassifier(n_neighbors=16)
"Logistic Regression Classifier tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7945168767202666,0.7786259541984732,,"LogisticRegression(C=0.5808361216819946, max_iter=1000, random_state=42)"
Logistic Regression Classifier basic,0.7936694190931479,0.7862595419847328,,
"Logistic Regression Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins', 'family_size', 'sibsp', 'parch']",0.792778502100536,0.7786259541984732,,"LogisticRegression(C=0.5641157902710026, max_iter=1000, random_state=42)"
"Logistic Regression Classifier tuned ['pclass', 'parch', 'family_size', 'is_alone', 'age_group_encoded', 'sex_encoded', 'embarked_encoded', 'fare_per_person_binned']",0.7919817470664928,0.7938931297709924,,"LogisticRegression(C=0.5808361216819946, max_iter=1000, random_state=42)"
"KNN Classifier tuned ['pclass', 'parch', 'family_size', 'is_alone', 'age_group_encoded', 'sex_encoded', 'embarked_encoded', 'fare_per_person_binned']",0.7919672606113284,0.7480916030534351,,"KNeighborsClassifier(n_neighbors=7, weights='distance')"
"Logistic Regression Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins', 'family_size', 'sibsp', 'parch', 'fare_per_person']",0.7919310444734174,0.7786259541984732,,"LogisticRegression(C=0.5808361216819946, max_iter=1000, random_state=42)"
"Logistic Regression Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins', 'family_size', 'sibsp']",0.7919238012458352,0.7786259541984732,,"LogisticRegression(C=1.834347898661638, max_iter=1000, random_state=42)"
"Logistic Regression Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins', 'family_size', 'sibsp', 'parch', 'fare_per_person', 'fare']",0.7902288859915979,0.7786259541984732,,"LogisticRegression(C=1.834347898661638, max_iter=1000, random_state=42)"
"Logistic Regression Classifier tuned ['pclass', 'fare_per_person', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded']",0.7894176445023903,0.7709923664122137,,"LogisticRegression(C=1.834347898661638, max_iter=1000, random_state=42)"
"KNN Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins']",0.788548457192525,0.7938931297709924,,"KNeighborsClassifier(n_neighbors=10, weights='distance')"
"Logistic Regression Classifier tuned ['pclass', 'sibsp', 'parch', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'sex_encoded', 'embarked_encoded', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7876792698826597,0.7709923664122137,,"LogisticRegression(C=8.324426408004218, max_iter=1000, random_state=42)"
"Decision Tree Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins']",0.7851586266840505,0.7633587786259542,,"DecisionTreeClassifier(max_depth=88, min_samples_leaf=12, min_samples_split=7,
                       random_state=42)"
"Logistic Regression Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins', 'family_size']",0.7851368970013037,0.7862595419847328,,"LogisticRegression(C=0.5808361216819946, max_iter=1000, random_state=42)"
"LightGBM Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins']",0.7826234970302768,0.7709923664122137,,"LGBMClassifier(learning_rate=0.09767211400638387, max_depth=84,
               n_estimators=101, random_state=42, verbosity=0)"
"Logistic Regression Classifier tuned ['family_size', 'fare_per_person', 'is_alone', 'age_group_encoded', 'sex_encoded', 'embarked_encoded', 'fare_per_person_scaled']",0.7825800376647835,0.7938931297709924,,"LogisticRegression(C=0.5808361216819946, max_iter=1000, random_state=42)"
"XGBoost Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins']",0.7817760394031581,0.7862595419847328,,"XGBClassifier(learning_rate=0.9737555188414592, max_depth=15, n_estimators=199,
              random_state=42)"
"Logistic Regression Classifier tuned ['family_size', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'multiple_cabins', 'fare_per_person_binned']",0.7817180935825003,0.8015267175572519,,"LogisticRegression(C=1.834347898661638, max_iter=1000, random_state=42)"
"KNN Classifier tuned ['sibsp', 'family_size', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'multiple_cabins', 'fare_per_person_binned']",0.7792626394321309,0.7404580152671756,,"KNeighborsClassifier(n_neighbors=6, weights='distance')"
"SVM Classifier tuned ['sibsp', 'family_size', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'multiple_cabins', 'fare_per_person_binned']",0.7775387512675648,0.7251908396946565,,"SVC(C=8.324426408004218, gamma='auto', probability=True, random_state=42)"
"SVM Classifier tuned ['family_size', 'fare_per_person', 'is_alone', 'age_group_encoded', 'sex_encoded', 'embarked_encoded', 'fare_per_person_scaled']",0.7749456757931334,0.8244274809160306,,"SVC(C=1.834347898661638, gamma='auto', probability=True, random_state=42)"
"Logistic Regression Classifier tuned ['pclass', 'parch', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7732362740837317,0.7709923664122137,,"LogisticRegression(C=3.337086111390218, max_iter=1000, random_state=42)"
"Logistic Regression Classifier tuned ['pclass', 'family_size', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare', 'fare_per_person_scaled']",0.7732290308561496,0.7862595419847328,,"LogisticRegression(C=3.337086111390218, max_iter=1000, random_state=42)"
Decision Tree Classifier basic,0.7724322758221064,0.7480916030534351,,
"Logistic Regression Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins']",0.7723815732290309,0.7709923664122137,,"LogisticRegression(C=0.5808361216819946, max_iter=1000, random_state=42)"
"SVM Classifier tuned ['pclass', 'fare_per_person', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded']",0.7715848181949878,0.7557251908396947,,"SVC(C=7.080725777960454, gamma='auto', probability=True, random_state=42)"
"KNN Classifier tuned ['pclass', 'fare_per_person', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded']",0.7707518470230335,0.8015267175572519,,"KNeighborsClassifier(n_neighbors=7, weights='distance')"
"SVM Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins', 'family_size', 'sibsp', 'parch', 'fare_per_person']",0.7698681732580038,0.7633587786259542,,"SVC(C=1.834347898661638, gamma='auto', probability=True, random_state=42)"
"KNN Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins', 'family_size', 'sibsp', 'parch', 'fare_per_person']",0.749550919889903,0.7175572519083969,,"KNeighborsClassifier(n_neighbors=7, weights='distance')"
"SVM Classifier tuned ['pclass', 'sibsp', 'parch', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'sex_encoded', 'embarked_encoded', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7486744893524555,0.7022900763358778,,"SVC(C=8.324426408004218, gamma='auto', probability=True, random_state=42)"
"SVM Classifier tuned ['pclass', 'parch', 'family_size', 'is_alone', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare', 'fare_per_person_scaled']",0.747834274952919,0.7404580152671756,,"SVC(C=7.080725777960454, gamma='auto', probability=True, random_state=42)"
"SVM Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins', 'family_size', 'sibsp', 'parch', 'fare_per_person', 'fare']",0.7452484427060698,0.6870229007633588,,"SVC(C=6.183860093330873, gamma='auto', probability=True, random_state=42)"
"KNN Classifier tuned ['family_size', 'fare_per_person', 'is_alone', 'age_group_encoded', 'sex_encoded', 'embarked_encoded', 'fare_per_person_scaled']",0.7427060698247139,0.7404580152671756,,"KNeighborsClassifier(n_neighbors=6, weights='distance')"
"SVM Classifier tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare', 'fare_per_person_scaled']",0.7418803418803419,0.732824427480916,,"SVC(C=7.080725777960454, gamma='auto', probability=True, random_state=42)"
"SVM Classifier tuned ['pclass', 'family_size', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare', 'fare_per_person_scaled']",0.7393307257714038,0.7557251908396947,,"SVC(C=8.324426408004218, gamma='auto', probability=True, random_state=42)"
"KNN Classifier tuned ['sex_encoded', 'pclass', 'deck_encoded', 'title_categorical_encoded', 'multiple_cabins', 'family_size', 'sibsp', 'parch', 'fare_per_person', 'fare']",0.7359481384905114,0.7251908396946565,,"KNeighborsClassifier(n_neighbors=12, weights='distance')"
"KNN Classifier tuned ['pclass', 'parch', 'family_size', 'is_alone', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare', 'fare_per_person_scaled']",0.7359481384905113,0.7175572519083969,,KNeighborsClassifier(n_neighbors=3)
"SVM Classifier tuned ['pclass', 'parch', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7351006808633928,0.7099236641221374,,"SVC(C=8.324426408004218, gamma='auto', probability=True, random_state=42)"
"SVM Classifier tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7342532232362741,0.6870229007633588,,"SVC(C=8.324426408004218, gamma='auto', probability=True, random_state=42)"
"KNN Classifier tuned ['pclass', 'family_size', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare', 'fare_per_person_scaled']",0.7325655512096191,0.6946564885496184,,KNeighborsClassifier(n_neighbors=3)
"KNN Classifier tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare', 'fare_per_person_scaled']",0.7316963638997538,0.7251908396946565,,KNeighborsClassifier(n_neighbors=3)
"KNN Classifier tuned ['pclass', 'sibsp', 'parch', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'sex_encoded', 'embarked_encoded', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7299942054179342,0.7022900763358778,,"KNeighborsClassifier(n_neighbors=10, weights='distance')"
"KNN Classifier tuned ['pclass', 'parch', 'fare_per_person', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.729986962190352,0.7099236641221374,,"KNeighborsClassifier(n_neighbors=12, weights='distance')"
"KNN Classifier tuned ['pclass', 'sibsp', 'parch', 'family_size', 'fare_per_person', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'sex_encoded', 'embarked_encoded', 'deck_encoded_no_missing', 'multiple_cabins', 'fare_per_person_binned', 'fare', 'fare_per_person_scaled']",0.7282775604809503,0.7022900763358778,,"KNeighborsClassifier(n_neighbors=12, weights='distance')"
"Logistic Regression Classifier tuned ['sibsp', 'family_size', 'is_alone', 'deck_encoded', 'age_group_encoded', 'title_categorical_encoded', 'multiple_cabins', 'fare_per_person_binned']",0.7173040706939012,0.6641221374045801,,"LogisticRegression(C=7.080725777960454, max_iter=1000, random_state=42)"
KNN Classifier basic,0.7105244096769521,0.7404580152671756,,
Naive Bayes Classifier basic,0.6995002172968275,0.6717557251908397,,
SVM Classifier basic,0.6748515138345648,0.6641221374045801,,
Random guess,,0.5190839694656488,,
